"ano","mes","cidade","quantidade.assistente"
"2015","08","Aroeiras",1
"2015","08","Brejo dos Santos",1
"2015","08","Catingueira",1
"2015","08","Cuité de Mamanguape",1
"2015","08","Ibiara",1
"2015","08","Itaporanga",1
"2015","08","Mãe d'Água",1
"2015","08","Manaíra",1
"2015","08","Riacho dos Cavalos",1
"2015","08","Sumé",1
"2015","09","Aroeiras",1
"2015","09","Brejo dos Santos",1
"2015","09","Catingueira",1
"2015","09","Cuité de Mamanguape",1
"2015","09","Ibiara",1
"2015","09","Itaporanga",1
"2015","09","Mãe d'Água",1
"2015","09","Manaíra",1
"2015","09","Riacho dos Cavalos",1
"2015","09","Sumé",1
"2015","10","Aroeiras",1
"2015","10","Brejo dos Santos",1
"2015","10","Catingueira",1
"2015","10","Cuité de Mamanguape",1
"2015","10","Ibiara",1
"2015","10","Itaporanga",1
"2015","10","Mãe d'Água",1
"2015","10","Manaíra",1
"2015","10","Riacho dos Cavalos",1
"2015","10","Sumé",1
"2015","11","Aroeiras",1
"2015","11","Brejo dos Santos",1
"2015","11","Catingueira",1
"2015","11","Cuité de Mamanguape",1
"2015","11","Ibiara",1
"2015","11","Itaporanga",1
"2015","11","Mãe d'Água",1
"2015","11","Manaíra",1
"2015","11","Riacho dos Cavalos",1
"2015","11","Sumé",1
"2015","12","Aroeiras",1
"2015","12","Brejo dos Santos",1
"2015","12","Catingueira",1
"2015","12","Cuité de Mamanguape",1
"2015","12","Ibiara",1
"2015","12","Itaporanga",1
"2015","12","Mãe d'Água",1
"2015","12","Manaíra",1
"2015","12","Riacho dos Cavalos",1
"2015","12","Sumé",1
"2016","01","Campina Grande",152
"2016","02","Campina Grande",147
"2016","03","Campina Grande",143
"2016","04","Campina Grande",141
"2016","05","Campina Grande",137
"2016","01","João Pessoa",120
"2016","02","João Pessoa",120
"2016","04","João Pessoa",120
"2016","05","João Pessoa",120
"2016","03","João Pessoa",119
"2016","01","Santa Rita",37
"2016","02","Santa Rita",37
"2016","03","Santa Rita",37
"2016","04","Santa Rita",37
"2016","05","Santa Rita",37
"2016","05","Patos",17
"2016","03","Sousa",16
"2016","04","Patos",16
"2016","04","Sousa",16
"2016","05","Sousa",16
"2016","01","Sousa",15
"2016","02","Patos",15
"2016","02","Sousa",15
"2016","03","Patos",15
"2016","01","Patos",14
"2016","01","Guarabira",12
"2016","02","Guarabira",12
"2016","03","Guarabira",10
"2016","04","Guarabira",10
"2016","05","Guarabira",10
"2016","01","Cuité",4
"2016","01","Sapé",4
"2016","01","Soledade",4
"2016","02","Cuité",4
"2016","02","Sapé",4
"2016","02","Soledade",4
"2016","03","Cuité",4
"2016","03","Sapé",4
"2016","04","Cuité",4
"2016","04","Sapé",4
"2016","05","Cuité",4
"2016","05","Sapé",4
"2016","01","Bananeiras",3
"2016","02","Bananeiras",3
"2016","03","Bananeiras",3
"2016","03","Soledade",3
"2016","04","Bananeiras",3
"2016","04","Soledade",3
"2016","05","Bananeiras",3
"2016","05","Soledade",3
"2016","01","Camalaú",2
"2016","01","Duas Estradas",2
"2016","01","Solânea",2
"2016","02","Camalaú",2
"2016","02","Duas Estradas",2
"2016","02","Solânea",2
"2016","03","Camalaú",2
"2016","03","Duas Estradas",2
"2016","03","Solânea",2
"2016","04","Camalaú",2
"2016","04","Conceição",2
"2016","04","Duas Estradas",2
"2016","04","Mamanguape",2
"2016","04","Solânea",2
"2016","05","Camalaú",2
"2016","05","Duas Estradas",2
"2016","05","Mamanguape",2
"2016","05","Solânea",2
"2016","01","Aroeiras",1
"2016","01","Brejo dos Santos",1
"2016","01","Catingueira",1
"2016","01","Cuité de Mamanguape",1
"2016","01","Itaporanga",1
"2016","01","Mãe d'Água",1
"2016","01","Manaíra",1
"2016","01","Riacho dos Cavalos",1
"2016","01","Sumé",1
"2016","02","Aroeiras",1
"2016","02","Brejo dos Santos",1
"2016","02","Catingueira",1
"2016","02","Cuité de Mamanguape",1
"2016","02","Itaporanga",1
"2016","02","Mãe d'Água",1
"2016","02","Manaíra",1
"2016","02","Riacho dos Cavalos",1
"2016","02","Sumé",1
"2016","03","Aroeiras",1
"2016","03","Brejo dos Santos",1
"2016","03","Catingueira",1
"2016","03","Cuité de Mamanguape",1
"2016","03","Itaporanga",1
"2016","03","Mãe d'Água",1
"2016","03","Manaíra",1
"2016","03","Riacho dos Cavalos",1
"2016","03","Sumé",1
"2016","04","Aroeiras",1
"2016","04","Brejo dos Santos",1
"2016","04","Catingueira",1
"2016","04","Cuité de Mamanguape",1
"2016","04","Itaporanga",1
"2016","04","Mãe d'Água",1
"2016","04","Manaíra",1
"2016","04","Riacho dos Cavalos",1
"2016","04","Sertãozinho",1
"2016","04","Sumé",1
"2016","05","Aroeiras",1
"2016","05","Brejo dos Santos",1
"2016","05","Catingueira",1
"2016","05","Conceição",1
"2016","05","Cuité de Mamanguape",1
"2016","05","Itaporanga",1
"2016","05","Mãe d'Água",1
"2016","05","Manaíra",1
"2016","05","Riacho dos Cavalos",1
"2016","05","Sertãozinho",1
"2016","05","Sumé",1
