"ano","mes","cidade","orgao","de_tipocargo","quantidade"
"2009","07","Massaranduba","Câmara Municipal","Efetivo",1
"2009","07","Massaranduba","Câmara Municipal","Eletivo",9
"2009","08","Massaranduba","Câmara Municipal","Comissionado",11
"2009","08","Massaranduba","Câmara Municipal","Efetivo",1
"2009","08","Massaranduba","Câmara Municipal","Eletivo",9
"2009","09","Massaranduba","Câmara Municipal","Comissionado",11
"2009","09","Massaranduba","Câmara Municipal","Efetivo",1
"2009","09","Massaranduba","Câmara Municipal","Eletivo",9
"2009","10","Massaranduba","Câmara Municipal","Comissionado",11
"2009","10","Massaranduba","Câmara Municipal","Efetivo",1
"2009","10","Massaranduba","Câmara Municipal","Eletivo",9
"2009","11","Massaranduba","Câmara Municipal","Comissionado",11
"2009","11","Massaranduba","Câmara Municipal","Efetivo",1
"2009","11","Massaranduba","Câmara Municipal","Eletivo",9
"2009","12","Massaranduba","Câmara Municipal","Comissionado",11
"2009","12","Massaranduba","Câmara Municipal","Efetivo",1
"2009","12","Massaranduba","Câmara Municipal","Eletivo",9
"2010","01","Massaranduba","Câmara Municipal","Comissionado",6
"2010","01","Massaranduba","Câmara Municipal","Eletivo",9
"2010","02","Massaranduba","Câmara Municipal","Comissionado",8
"2010","02","Massaranduba","Câmara Municipal","Eletivo",9
"2010","03","Massaranduba","Câmara Municipal","Comissionado",8
"2010","03","Massaranduba","Câmara Municipal","Eletivo",9
"2010","04","Massaranduba","Câmara Municipal","Comissionado",7
"2010","04","Massaranduba","Câmara Municipal","Eletivo",9
"2010","05","Massaranduba","Câmara Municipal","Comissionado",6
"2010","05","Massaranduba","Câmara Municipal","Eletivo",9
"2010","06","Massaranduba","Câmara Municipal","Comissionado",6
"2010","06","Massaranduba","Câmara Municipal","Eletivo",9
"2010","07","Massaranduba","Câmara Municipal","Comissionado",6
"2010","07","Massaranduba","Câmara Municipal","Eletivo",9
"2010","08","Massaranduba","Câmara Municipal","Comissionado",7
"2010","08","Massaranduba","Câmara Municipal","Eletivo",9
"2010","09","Massaranduba","Câmara Municipal","Comissionado",6
"2010","09","Massaranduba","Câmara Municipal","Eletivo",9
"2010","10","Massaranduba","Câmara Municipal","Comissionado",6
"2010","10","Massaranduba","Câmara Municipal","Eletivo",9
"2010","11","Massaranduba","Câmara Municipal","Comissionado",6
"2010","11","Massaranduba","Câmara Municipal","Eletivo",9
"2010","12","Massaranduba","Câmara Municipal","Comissionado",7
"2010","12","Massaranduba","Câmara Municipal","Eletivo",9
"2011","01","Massaranduba","Câmara Municipal","Comissionado",8
"2011","01","Massaranduba","Câmara Municipal","Eletivo",9
"2011","02","Massaranduba","Câmara Municipal","Comissionado",8
"2011","02","Massaranduba","Câmara Municipal","Eletivo",9
"2011","03","Massaranduba","Câmara Municipal","Comissionado",8
"2011","03","Massaranduba","Câmara Municipal","Eletivo",9
"2011","04","Massaranduba","Câmara Municipal","Comissionado",8
"2011","04","Massaranduba","Câmara Municipal","Eletivo",9
"2011","05","Massaranduba","Câmara Municipal","Comissionado",8
"2011","05","Massaranduba","Câmara Municipal","Eletivo",9
"2011","06","Massaranduba","Câmara Municipal","Comissionado",7
"2011","06","Massaranduba","Câmara Municipal","Eletivo",9
"2011","07","Massaranduba","Câmara Municipal","Comissionado",7
"2011","07","Massaranduba","Câmara Municipal","Eletivo",9
"2011","08","Massaranduba","Câmara Municipal","Comissionado",7
"2011","08","Massaranduba","Câmara Municipal","Eletivo",9
"2011","09","Massaranduba","Câmara Municipal","Comissionado",7
"2011","09","Massaranduba","Câmara Municipal","Eletivo",9
"2011","10","Massaranduba","Câmara Municipal","Comissionado",8
"2011","10","Massaranduba","Câmara Municipal","Eletivo",9
"2011","11","Massaranduba","Câmara Municipal","Comissionado",8
"2011","11","Massaranduba","Câmara Municipal","Eletivo",9
"2011","12","Massaranduba","Câmara Municipal","Comissionado",8
"2011","12","Massaranduba","Câmara Municipal","Eletivo",9
"2012","01","Massaranduba","Câmara Municipal","Comissionado",8
"2012","01","Massaranduba","Câmara Municipal","Eletivo",9
"2012","02","Massaranduba","Câmara Municipal","Comissionado",8
"2012","02","Massaranduba","Câmara Municipal","Eletivo",9
"2012","03","Massaranduba","Câmara Municipal","Comissionado",9
"2012","03","Massaranduba","Câmara Municipal","Eletivo",9
"2012","04","Massaranduba","Câmara Municipal","Comissionado",9
"2012","04","Massaranduba","Câmara Municipal","Eletivo",9
"2012","05","Massaranduba","Câmara Municipal","Comissionado",9
"2012","05","Massaranduba","Câmara Municipal","Eletivo",9
"2012","06","Massaranduba","Câmara Municipal","Comissionado",9
"2012","06","Massaranduba","Câmara Municipal","Eletivo",9
"2012","07","Massaranduba","Câmara Municipal","Comissionado",12
"2012","07","Massaranduba","Câmara Municipal","Eletivo",9
"2012","08","Massaranduba","Câmara Municipal","Comissionado",12
"2012","08","Massaranduba","Câmara Municipal","Eletivo",9
"2012","09","Massaranduba","Câmara Municipal","Comissionado",12
"2012","09","Massaranduba","Câmara Municipal","Eletivo",9
"2012","10","Massaranduba","Câmara Municipal","Comissionado",12
"2012","10","Massaranduba","Câmara Municipal","Eletivo",9
"2012","11","Massaranduba","Câmara Municipal","Comissionado",12
"2012","11","Massaranduba","Câmara Municipal","Eletivo",9
"2012","12","Massaranduba","Câmara Municipal","Comissionado",12
"2012","12","Massaranduba","Câmara Municipal","Eletivo",9
"2013","01","Massaranduba","Câmara Municipal","Comissionado",11
"2013","01","Massaranduba","Câmara Municipal","Eletivo",10
"2013","02","Massaranduba","Câmara Municipal","Comissionado",11
"2013","02","Massaranduba","Câmara Municipal","Eletivo",10
"2013","03","Massaranduba","Câmara Municipal","Comissionado",11
"2013","03","Massaranduba","Câmara Municipal","Eletivo",10
"2013","04","Massaranduba","Câmara Municipal","Comissionado",11
"2013","04","Massaranduba","Câmara Municipal","Eletivo",10
"2013","05","Massaranduba","Câmara Municipal","Comissionado",11
"2013","05","Massaranduba","Câmara Municipal","Eletivo",10
"2013","06","Massaranduba","Câmara Municipal","Comissionado",11
"2013","06","Massaranduba","Câmara Municipal","Eletivo",10
"2013","07","Massaranduba","Câmara Municipal","Comissionado",11
"2013","07","Massaranduba","Câmara Municipal","Eletivo",10
"2013","08","Massaranduba","Câmara Municipal","Comissionado",11
"2013","08","Massaranduba","Câmara Municipal","Eletivo",10
"2013","09","Massaranduba","Câmara Municipal","Comissionado",11
"2013","09","Massaranduba","Câmara Municipal","Eletivo",10
"2013","10","Massaranduba","Câmara Municipal","Comissionado",11
"2013","10","Massaranduba","Câmara Municipal","Eletivo",10
"2013","11","Massaranduba","Câmara Municipal","Comissionado",11
"2013","11","Massaranduba","Câmara Municipal","Eletivo",10
"2013","12","Massaranduba","Câmara Municipal","Comissionado",11
"2013","12","Massaranduba","Câmara Municipal","Eletivo",10
"2014","01","Massaranduba","Câmara Municipal","Comissionado",11
"2014","01","Massaranduba","Câmara Municipal","Eletivo",10
"2014","02","Massaranduba","Câmara Municipal","Comissionado",11
"2014","02","Massaranduba","Câmara Municipal","Eletivo",10
"2014","03","Massaranduba","Câmara Municipal","Comissionado",11
"2014","03","Massaranduba","Câmara Municipal","Eletivo",10
"2014","04","Massaranduba","Câmara Municipal","Comissionado",11
"2014","04","Massaranduba","Câmara Municipal","Eletivo",10
"2014","05","Massaranduba","Câmara Municipal","Comissionado",11
"2014","05","Massaranduba","Câmara Municipal","Eletivo",10
"2014","06","Massaranduba","Câmara Municipal","Comissionado",11
"2014","06","Massaranduba","Câmara Municipal","Eletivo",10
"2014","07","Massaranduba","Câmara Municipal","Comissionado",11
"2014","07","Massaranduba","Câmara Municipal","Eletivo",10
"2014","08","Massaranduba","Câmara Municipal","Comissionado",11
"2014","08","Massaranduba","Câmara Municipal","Eletivo",10
"2014","09","Massaranduba","Câmara Municipal","Comissionado",11
"2014","09","Massaranduba","Câmara Municipal","Eletivo",10
"2014","10","Massaranduba","Câmara Municipal","Comissionado",11
"2014","10","Massaranduba","Câmara Municipal","Eletivo",10
"2014","11","Massaranduba","Câmara Municipal","Comissionado",11
"2014","11","Massaranduba","Câmara Municipal","Eletivo",10
"2014","12","Massaranduba","Câmara Municipal","Comissionado",6
"2014","12","Massaranduba","Câmara Municipal","Eletivo",10
"2015","01","Massaranduba","Câmara Municipal","Comissionado",9
"2015","01","Massaranduba","Câmara Municipal","Eletivo",10
"2015","02","Massaranduba","Câmara Municipal","Comissionado",10
"2015","02","Massaranduba","Câmara Municipal","Eletivo",10
"2015","03","Massaranduba","Câmara Municipal","Comissionado",10
"2015","03","Massaranduba","Câmara Municipal","Eletivo",10
"2015","04","Massaranduba","Câmara Municipal","Comissionado",11
"2015","04","Massaranduba","Câmara Municipal","Eletivo",10
"2015","05","Massaranduba","Câmara Municipal","Comissionado",11
"2015","05","Massaranduba","Câmara Municipal","Eletivo",10
"2015","06","Massaranduba","Câmara Municipal","Comissionado",9
"2015","06","Massaranduba","Câmara Municipal","Eletivo",10
"2015","07","Massaranduba","Câmara Municipal","Comissionado",9
"2015","07","Massaranduba","Câmara Municipal","Eletivo",10
"2015","08","Massaranduba","Câmara Municipal","Comissionado",9
"2015","08","Massaranduba","Câmara Municipal","Eletivo",10
"2015","09","Massaranduba","Câmara Municipal","Comissionado",9
"2015","09","Massaranduba","Câmara Municipal","Eletivo",10
"2015","10","Massaranduba","Câmara Municipal","Comissionado",10
"2015","10","Massaranduba","Câmara Municipal","Eletivo",10
"2015","11","Massaranduba","Câmara Municipal","Comissionado",10
"2015","11","Massaranduba","Câmara Municipal","Eletivo",10
"2015","12","Massaranduba","Câmara Municipal","Comissionado",12
"2015","12","Massaranduba","Câmara Municipal","Eletivo",10
"2016","01","Massaranduba","Câmara Municipal","Comissionado",6
"2016","01","Massaranduba","Câmara Municipal","Eletivo",10
"2016","02","Massaranduba","Câmara Municipal","Comissionado",11
"2016","02","Massaranduba","Câmara Municipal","Eletivo",10
"2016","03","Massaranduba","Câmara Municipal","Comissionado",10
"2016","03","Massaranduba","Câmara Municipal","Eletivo",10
"2016","04","Massaranduba","Câmara Municipal","Comissionado",10
"2016","04","Massaranduba","Câmara Municipal","Eletivo",10
"2016","05","Massaranduba","Câmara Municipal","Comissionado",11
"2016","05","Massaranduba","Câmara Municipal","Eletivo",10
"2009","01","Mataraca","Câmara Municipal","Comissionado",12
"2009","01","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2009","01","Mataraca","Câmara Municipal","Eletivo",9
"2009","02","Mataraca","Câmara Municipal","Comissionado",12
"2009","02","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2009","02","Mataraca","Câmara Municipal","Eletivo",9
"2009","03","Mataraca","Câmara Municipal","Comissionado",13
"2009","03","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2009","03","Mataraca","Câmara Municipal","Eletivo",9
"2009","04","Mataraca","Câmara Municipal","Comissionado",12
"2009","04","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2009","04","Mataraca","Câmara Municipal","Eletivo",9
"2009","05","Mataraca","Câmara Municipal","Comissionado",12
"2009","05","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2009","05","Mataraca","Câmara Municipal","Eletivo",9
"2009","06","Mataraca","Câmara Municipal","Comissionado",12
"2009","06","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2009","06","Mataraca","Câmara Municipal","Eletivo",9
"2009","07","Mataraca","Câmara Municipal","Comissionado",12
"2009","07","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2009","07","Mataraca","Câmara Municipal","Eletivo",9
"2009","08","Mataraca","Câmara Municipal","Comissionado",12
"2009","08","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2009","08","Mataraca","Câmara Municipal","Eletivo",9
"2009","09","Mataraca","Câmara Municipal","Comissionado",12
"2009","09","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2009","09","Mataraca","Câmara Municipal","Eletivo",9
"2009","10","Mataraca","Câmara Municipal","Comissionado",12
"2009","10","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2009","10","Mataraca","Câmara Municipal","Eletivo",9
"2009","11","Mataraca","Câmara Municipal","Comissionado",12
"2009","11","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2009","11","Mataraca","Câmara Municipal","Eletivo",9
"2009","12","Mataraca","Câmara Municipal","Comissionado",12
"2009","12","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2009","12","Mataraca","Câmara Municipal","Eletivo",9
"2010","01","Mataraca","Câmara Municipal","Comissionado",12
"2010","01","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2010","01","Mataraca","Câmara Municipal","Eletivo",9
"2010","02","Mataraca","Câmara Municipal","Comissionado",12
"2010","02","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2010","02","Mataraca","Câmara Municipal","Eletivo",9
"2010","03","Mataraca","Câmara Municipal","Comissionado",12
"2010","03","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2010","03","Mataraca","Câmara Municipal","Eletivo",9
"2010","04","Mataraca","Câmara Municipal","Comissionado",12
"2010","04","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2010","04","Mataraca","Câmara Municipal","Eletivo",9
"2010","05","Mataraca","Câmara Municipal","Comissionado",12
"2010","05","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2010","05","Mataraca","Câmara Municipal","Eletivo",9
"2010","06","Mataraca","Câmara Municipal","Comissionado",12
"2010","06","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2010","06","Mataraca","Câmara Municipal","Eletivo",9
"2010","07","Mataraca","Câmara Municipal","Comissionado",12
"2010","07","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",6
"2010","07","Mataraca","Câmara Municipal","Eletivo",9
"2010","08","Mataraca","Câmara Municipal","Comissionado",12
"2010","08","Mataraca","Câmara Municipal","Eletivo",9
"2010","09","Mataraca","Câmara Municipal","Comissionado",12
"2010","09","Mataraca","Câmara Municipal","Eletivo",9
"2010","10","Mataraca","Câmara Municipal","Comissionado",12
"2010","10","Mataraca","Câmara Municipal","Eletivo",9
"2010","11","Mataraca","Câmara Municipal","Comissionado",12
"2010","11","Mataraca","Câmara Municipal","Eletivo",9
"2010","12","Mataraca","Câmara Municipal","Comissionado",12
"2010","12","Mataraca","Câmara Municipal","Eletivo",9
"2011","01","Mataraca","Câmara Municipal","Comissionado",12
"2011","01","Mataraca","Câmara Municipal","Eletivo",9
"2011","02","Mataraca","Câmara Municipal","Comissionado",12
"2011","02","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",4
"2011","02","Mataraca","Câmara Municipal","Eletivo",9
"2011","03","Mataraca","Câmara Municipal","Comissionado",12
"2011","03","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",4
"2011","03","Mataraca","Câmara Municipal","Eletivo",9
"2011","04","Mataraca","Câmara Municipal","Comissionado",12
"2011","04","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",4
"2011","04","Mataraca","Câmara Municipal","Eletivo",9
"2011","05","Mataraca","Câmara Municipal","Comissionado",12
"2011","05","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",4
"2011","05","Mataraca","Câmara Municipal","Eletivo",10
"2011","06","Mataraca","Câmara Municipal","Comissionado",12
"2011","06","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",4
"2011","06","Mataraca","Câmara Municipal","Eletivo",9
"2011","07","Mataraca","Câmara Municipal","Comissionado",11
"2011","07","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",4
"2011","07","Mataraca","Câmara Municipal","Eletivo",9
"2011","08","Mataraca","Câmara Municipal","Comissionado",12
"2011","08","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",3
"2011","08","Mataraca","Câmara Municipal","Eletivo",9
"2011","09","Mataraca","Câmara Municipal","Comissionado",12
"2011","09","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",3
"2011","09","Mataraca","Câmara Municipal","Eletivo",9
"2011","10","Mataraca","Câmara Municipal","Comissionado",12
"2011","10","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",3
"2011","10","Mataraca","Câmara Municipal","Eletivo",9
"2011","11","Mataraca","Câmara Municipal","Comissionado",12
"2011","11","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",3
"2011","11","Mataraca","Câmara Municipal","Eletivo",10
"2011","12","Mataraca","Câmara Municipal","Comissionado",15
"2011","12","Mataraca","Câmara Municipal","Contratação por excepcional interesse público",3
"2011","12","Mataraca","Câmara Municipal","Eletivo",9
"2012","01","Mataraca","Câmara Municipal","Comissionado",12
"2012","01","Mataraca","Câmara Municipal","Eletivo",9
"2012","02","Mataraca","Câmara Municipal","Comissionado",12
"2012","02","Mataraca","Câmara Municipal","Efetivo",4
"2012","02","Mataraca","Câmara Municipal","Eletivo",9
"2012","03","Mataraca","Câmara Municipal","Comissionado",12
"2012","03","Mataraca","Câmara Municipal","Efetivo",5
"2012","03","Mataraca","Câmara Municipal","Eletivo",9
"2012","04","Mataraca","Câmara Municipal","Comissionado",11
"2012","04","Mataraca","Câmara Municipal","Efetivo",6
"2012","04","Mataraca","Câmara Municipal","Eletivo",9
"2012","05","Mataraca","Câmara Municipal","Comissionado",12
"2012","05","Mataraca","Câmara Municipal","Efetivo",6
"2012","05","Mataraca","Câmara Municipal","Eletivo",9
"2012","06","Mataraca","Câmara Municipal","Comissionado",12
"2012","06","Mataraca","Câmara Municipal","Efetivo",6
"2012","06","Mataraca","Câmara Municipal","Eletivo",9
"2012","07","Mataraca","Câmara Municipal","Comissionado",12
"2012","07","Mataraca","Câmara Municipal","Efetivo",6
"2012","07","Mataraca","Câmara Municipal","Eletivo",9
"2012","08","Mataraca","Câmara Municipal","Comissionado",12
"2012","08","Mataraca","Câmara Municipal","Efetivo",6
"2012","08","Mataraca","Câmara Municipal","Eletivo",9
"2012","09","Mataraca","Câmara Municipal","Comissionado",12
"2012","09","Mataraca","Câmara Municipal","Efetivo",6
"2012","09","Mataraca","Câmara Municipal","Eletivo",9
"2012","10","Mataraca","Câmara Municipal","Comissionado",12
"2012","10","Mataraca","Câmara Municipal","Efetivo",6
"2012","10","Mataraca","Câmara Municipal","Eletivo",9
"2012","11","Mataraca","Câmara Municipal","Comissionado",12
"2012","11","Mataraca","Câmara Municipal","Efetivo",6
"2012","11","Mataraca","Câmara Municipal","Eletivo",9
"2012","12","Mataraca","Câmara Municipal","Comissionado",12
"2012","12","Mataraca","Câmara Municipal","Efetivo",6
"2012","12","Mataraca","Câmara Municipal","Eletivo",9
"2013","01","Mataraca","Câmara Municipal","Comissionado",3
"2013","01","Mataraca","Câmara Municipal","Efetivo",6
"2013","01","Mataraca","Câmara Municipal","Eletivo",9
"2013","02","Mataraca","Câmara Municipal","Comissionado",3
"2013","02","Mataraca","Câmara Municipal","Efetivo",6
"2013","02","Mataraca","Câmara Municipal","Eletivo",9
"2013","03","Mataraca","Câmara Municipal","Comissionado",2
"2013","03","Mataraca","Câmara Municipal","Efetivo",6
"2013","03","Mataraca","Câmara Municipal","Eletivo",9
"2013","04","Mataraca","Câmara Municipal","Comissionado",2
"2013","04","Mataraca","Câmara Municipal","Efetivo",6
"2013","04","Mataraca","Câmara Municipal","Eletivo",9
"2013","05","Mataraca","Câmara Municipal","Comissionado",2
"2013","05","Mataraca","Câmara Municipal","Efetivo",5
"2013","05","Mataraca","Câmara Municipal","Eletivo",9
"2013","06","Mataraca","Câmara Municipal","Comissionado",2
"2013","06","Mataraca","Câmara Municipal","Efetivo",6
"2013","06","Mataraca","Câmara Municipal","Eletivo",9
"2013","07","Mataraca","Câmara Municipal","Comissionado",2
"2013","07","Mataraca","Câmara Municipal","Efetivo",6
"2013","07","Mataraca","Câmara Municipal","Eletivo",9
"2013","08","Mataraca","Câmara Municipal","Comissionado",2
"2013","08","Mataraca","Câmara Municipal","Efetivo",6
"2013","08","Mataraca","Câmara Municipal","Eletivo",9
"2013","09","Mataraca","Câmara Municipal","Comissionado",2
"2013","09","Mataraca","Câmara Municipal","Efetivo",6
"2013","09","Mataraca","Câmara Municipal","Eletivo",9
"2013","10","Mataraca","Câmara Municipal","Comissionado",2
"2013","10","Mataraca","Câmara Municipal","Efetivo",6
"2013","10","Mataraca","Câmara Municipal","Eletivo",9
"2013","11","Mataraca","Câmara Municipal","Comissionado",2
"2013","11","Mataraca","Câmara Municipal","Efetivo",6
"2013","11","Mataraca","Câmara Municipal","Eletivo",9
"2013","12","Mataraca","Câmara Municipal","Comissionado",2
"2013","12","Mataraca","Câmara Municipal","Efetivo",6
"2013","12","Mataraca","Câmara Municipal","Eletivo",9
"2014","01","Mataraca","Câmara Municipal","Comissionado",2
"2014","01","Mataraca","Câmara Municipal","Efetivo",6
"2014","01","Mataraca","Câmara Municipal","Eletivo",9
"2014","02","Mataraca","Câmara Municipal","Comissionado",11
"2014","02","Mataraca","Câmara Municipal","Efetivo",6
"2014","02","Mataraca","Câmara Municipal","Eletivo",9
"2014","03","Mataraca","Câmara Municipal","Comissionado",11
"2014","03","Mataraca","Câmara Municipal","Efetivo",6
"2014","03","Mataraca","Câmara Municipal","Eletivo",9
"2014","04","Mataraca","Câmara Municipal","Comissionado",11
"2014","04","Mataraca","Câmara Municipal","Efetivo",6
"2014","04","Mataraca","Câmara Municipal","Eletivo",9
"2014","05","Mataraca","Câmara Municipal","Comissionado",11
"2014","05","Mataraca","Câmara Municipal","Efetivo",6
"2014","05","Mataraca","Câmara Municipal","Eletivo",9
"2014","06","Mataraca","Câmara Municipal","Comissionado",11
"2014","06","Mataraca","Câmara Municipal","Efetivo",6
"2014","06","Mataraca","Câmara Municipal","Eletivo",9
"2014","07","Mataraca","Câmara Municipal","Comissionado",11
"2014","07","Mataraca","Câmara Municipal","Efetivo",7
"2014","07","Mataraca","Câmara Municipal","Eletivo",9
"2014","08","Mataraca","Câmara Municipal","Comissionado",11
"2014","08","Mataraca","Câmara Municipal","Efetivo",7
"2014","08","Mataraca","Câmara Municipal","Eletivo",9
"2014","09","Mataraca","Câmara Municipal","Comissionado",11
"2014","09","Mataraca","Câmara Municipal","Efetivo",7
"2014","09","Mataraca","Câmara Municipal","Eletivo",9
"2014","10","Mataraca","Câmara Municipal","Comissionado",11
"2014","10","Mataraca","Câmara Municipal","Efetivo",7
"2014","10","Mataraca","Câmara Municipal","Eletivo",9
"2014","11","Mataraca","Câmara Municipal","Comissionado",10
"2014","11","Mataraca","Câmara Municipal","Efetivo",7
"2014","11","Mataraca","Câmara Municipal","Eletivo",9
"2014","12","Mataraca","Câmara Municipal","Comissionado",10
"2014","12","Mataraca","Câmara Municipal","Efetivo",7
"2014","12","Mataraca","Câmara Municipal","Eletivo",9
"2015","01","Mataraca","Câmara Municipal","Comissionado",11
"2015","01","Mataraca","Câmara Municipal","Efetivo",7
"2015","01","Mataraca","Câmara Municipal","Eletivo",9
"2015","02","Mataraca","Câmara Municipal","Comissionado",11
"2015","02","Mataraca","Câmara Municipal","Efetivo",7
"2015","02","Mataraca","Câmara Municipal","Eletivo",9
"2015","03","Mataraca","Câmara Municipal","Comissionado",13
"2015","03","Mataraca","Câmara Municipal","Efetivo",5
"2015","03","Mataraca","Câmara Municipal","Eletivo",9
"2015","04","Mataraca","Câmara Municipal","Comissionado",11
"2015","04","Mataraca","Câmara Municipal","Efetivo",6
"2015","04","Mataraca","Câmara Municipal","Eletivo",9
"2015","05","Mataraca","Câmara Municipal","Comissionado",11
"2015","05","Mataraca","Câmara Municipal","Efetivo",6
"2015","05","Mataraca","Câmara Municipal","Eletivo",9
"2015","06","Mataraca","Câmara Municipal","Comissionado",11
"2015","06","Mataraca","Câmara Municipal","Efetivo",6
"2015","06","Mataraca","Câmara Municipal","Eletivo",9
"2015","07","Mataraca","Câmara Municipal","Comissionado",11
"2015","07","Mataraca","Câmara Municipal","Efetivo",6
"2015","07","Mataraca","Câmara Municipal","Eletivo",9
"2015","08","Mataraca","Câmara Municipal","Comissionado",11
"2015","08","Mataraca","Câmara Municipal","Efetivo",6
"2015","08","Mataraca","Câmara Municipal","Eletivo",9
"2015","09","Mataraca","Câmara Municipal","Comissionado",11
"2015","09","Mataraca","Câmara Municipal","Efetivo",6
"2015","09","Mataraca","Câmara Municipal","Eletivo",9
"2015","10","Mataraca","Câmara Municipal","Comissionado",11
"2015","10","Mataraca","Câmara Municipal","Efetivo",6
"2015","10","Mataraca","Câmara Municipal","Eletivo",9
"2015","11","Mataraca","Câmara Municipal","Comissionado",11
"2015","11","Mataraca","Câmara Municipal","Efetivo",6
"2015","11","Mataraca","Câmara Municipal","Eletivo",9
"2015","12","Mataraca","Câmara Municipal","Comissionado",11
"2015","12","Mataraca","Câmara Municipal","Efetivo",6
"2015","12","Mataraca","Câmara Municipal","Eletivo",9
"2016","01","Mataraca","Câmara Municipal","Comissionado",11
"2016","01","Mataraca","Câmara Municipal","Efetivo",6
"2016","01","Mataraca","Câmara Municipal","Eletivo",9
"2016","02","Mataraca","Câmara Municipal","Comissionado",11
"2016","02","Mataraca","Câmara Municipal","Efetivo",6
"2016","02","Mataraca","Câmara Municipal","Eletivo",9
"2016","03","Mataraca","Câmara Municipal","Comissionado",13
"2016","03","Mataraca","Câmara Municipal","Efetivo",6
"2016","03","Mataraca","Câmara Municipal","Eletivo",9
"2016","04","Mataraca","Câmara Municipal","Comissionado",11
"2016","04","Mataraca","Câmara Municipal","Efetivo",5
"2016","04","Mataraca","Câmara Municipal","Eletivo",9
"2016","05","Mataraca","Câmara Municipal","Comissionado",11
"2016","05","Mataraca","Câmara Municipal","Efetivo",5
"2016","05","Mataraca","Câmara Municipal","Eletivo",9
"2009","01","Matinhas","Câmara Municipal","Comissionado",11
"2009","01","Matinhas","Câmara Municipal","Contratação por excepcional interesse público",1
"2009","01","Matinhas","Câmara Municipal","Efetivo",4
"2009","01","Matinhas","Câmara Municipal","Eletivo",9
"2009","02","Matinhas","Câmara Municipal","Comissionado",10
"2009","02","Matinhas","Câmara Municipal","Efetivo",3
"2009","02","Matinhas","Câmara Municipal","Eletivo",9
"2009","03","Matinhas","Câmara Municipal","Comissionado",10
"2009","03","Matinhas","Câmara Municipal","Efetivo",3
"2009","03","Matinhas","Câmara Municipal","Eletivo",9
"2009","04","Matinhas","Câmara Municipal","Comissionado",10
"2009","04","Matinhas","Câmara Municipal","Efetivo",3
"2009","04","Matinhas","Câmara Municipal","Eletivo",9
"2009","05","Matinhas","Câmara Municipal","Comissionado",10
"2009","05","Matinhas","Câmara Municipal","Efetivo",2
"2009","05","Matinhas","Câmara Municipal","Eletivo",9
"2009","06","Matinhas","Câmara Municipal","Comissionado",10
"2009","06","Matinhas","Câmara Municipal","Efetivo",2
"2009","06","Matinhas","Câmara Municipal","Eletivo",9
"2009","07","Matinhas","Câmara Municipal","Comissionado",10
"2009","07","Matinhas","Câmara Municipal","Efetivo",2
"2009","07","Matinhas","Câmara Municipal","Eletivo",9
"2009","08","Matinhas","Câmara Municipal","Comissionado",10
"2009","08","Matinhas","Câmara Municipal","Efetivo",3
"2009","08","Matinhas","Câmara Municipal","Eletivo",9
"2009","09","Matinhas","Câmara Municipal","Comissionado",10
"2009","09","Matinhas","Câmara Municipal","Efetivo",3
"2009","09","Matinhas","Câmara Municipal","Eletivo",9
"2009","10","Matinhas","Câmara Municipal","Comissionado",10
"2009","10","Matinhas","Câmara Municipal","Efetivo",3
"2009","10","Matinhas","Câmara Municipal","Eletivo",9
"2009","11","Matinhas","Câmara Municipal","Comissionado",10
"2009","11","Matinhas","Câmara Municipal","Efetivo",3
"2009","11","Matinhas","Câmara Municipal","Eletivo",9
"2009","12","Matinhas","Câmara Municipal","Comissionado",5
"2009","12","Matinhas","Câmara Municipal","Efetivo",3
